property_type,room_type,accommodates,bathrooms,bedrooms,beds,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,latitude,longitude,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,beds_per_bedroom,amenities_count,host_tenure_days,description_len,availability_30_ratio,days_since_last_review
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,a few days or more,0%,0.0,12.0,13.0,52.50459,13.42536,1.0,29,59,89,364,0,0,0,,,,,,52.0,1.0,35,1155.0,450,0.9666666666666668,
Entire rental unit,Entire home/apt,5,1.0,3.0,3.0,within an hour,100%,0.0,2.0,2.0,37.51052529294752,15.093351683717582,1.0,28,58,88,363,0,0,0,,,,,,97.0,1.0,22,2330.0,495,0.9333333333333332,
Entire serviced apartment,Entire home/apt,4,1.0,0.0,2.0,,,0.0,15.0,17.0,36.34589,25.46392,1.0,0,0,0,0,12,0,0,4.67,4.75,4.75,4.75,0.23,125.0,,18,1623.0,523,0.0,593.0
Entire condo,Entire home/apt,5,2.5,2.0,3.0,within an hour,100%,0.0,3.0,4.0,51.467541616035206,-0.180197995108157,1.0,19,49,79,354,81,13,1,4.72,4.7,4.6,4.64,0.71,195.0,1.5,38,3761.0,493,0.6333333333333333,109.0
Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,within a day,100%,0.0,1.0,1.0,48.86733120707644,2.4080357834387627,1.0,29,59,89,364,0,0,0,,,,,,323.0,1.5,6,4038.0,127,0.9666666666666668,
Entire rental unit,Entire home/apt,8,2.5,3.0,6.0,a few days or more,0%,0.0,1.0,1.0,-23.0213071,-43.45679519999999,,18,48,78,258,0,0,0,,,,,,629.0,2.0,8,259.0,446,0.6,
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,0.0,2.0,5.0,34.03613,-118.31609,1.0,0,30,60,60,25,2,0,4.64,4.68,4.72,4.64,0.34,83.0,2.0,30,2232.0,412,0.0,42.0
Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,,,0.0,1.0,1.0,51.53930638660344,-0.1995410128036067,1.0,30,60,90,365,0,0,0,,,,,,279.0,1.0,37,794.0,237,1.0,
Entire home,Entire home/apt,4,1.0,2.0,3.0,,,0.0,4.0,4.0,38.04486,12.99721,1.0,29,59,89,269,0,0,0,,,,,,120.0,1.5,6,3196.0,423,0.9666666666666668,
Entire cabin,Entire home/apt,8,1.5,3.0,3.0,within an hour,100%,0.0,6.0,14.0,37.314,-122.29448,1.0,28,58,88,286,2,2,1,5.0,5.0,5.0,5.0,0.6,464.0,1.0,60,412.0,498,0.9333333333333332,110.0
Entire rental unit,Entire home/apt,4,1.0,1.0,0.0,within an hour,100%,0.0,2.0,2.0,37.5557321,25.2283878,1.0,0,0,0,120,0,0,0,,,,,,78.0,0.0,24,333.0,79,0.0,
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,1.0,1.0,1.0,51.2090609,4.4050372,1.0,0,0,0,23,11,11,0,5.0,5.0,5.0,5.0,1.39,90.0,1.0,27,3571.0,464,0.0,229.0
Entire home,Entire home/apt,8,2.0,3.0,5.0,within an hour,100%,0.0,920.0,1837.0,30.30403,-97.66573,1.0,6,23,39,265,15,15,1,5.0,5.0,4.8,4.93,2.3,168.0,1.6666666666666667,46,1044.0,498,0.2,19.0
Entire home,Entire home/apt,8,2.0,3.0,3.0,within an hour,100%,0.0,9.0,9.0,40.075111,-83.102875,1.0,12,34,64,330,179,59,3,4.88,4.8,4.93,4.86,5.74,234.0,1.0,50,3245.0,274,0.4,88.0
Entire loft,Entire home/apt,3,1.0,1.0,1.0,within a few hours,100%,1.0,202.0,228.0,19.43705192384312,-99.17160894785208,1.0,0,0,0,0,30,30,5,4.8,5.0,4.77,4.7,4.17,861.0,1.0,17,1860.0,478,0.0,80.0
Entire guesthouse,Entire home/apt,2,1.0,0.0,1.0,within an hour,100%,1.0,2.0,6.0,33.961081150068914,-118.42751791554076,1.0,0,0,0,0,254,3,0,4.81,4.76,4.89,4.69,3.19,150.0,,41,2398.0,510,0.0,191.0
Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,within an hour,100%,0.0,407.0,595.0,36.15402,-86.76526,1.0,30,60,90,365,24,7,0,4.83,4.67,4.71,4.67,0.69,187.0,3.0,36,2829.0,0,1.0,71.0
Private room in townhouse,Private room,1,1.0,1.0,2.0,,,0.0,1.0,2.0,35.58341,-82.54423,1.0,28,58,88,178,3,0,0,5.0,5.0,5.0,5.0,0.06,150.0,2.0,8,2647.0,424,0.9333333333333332,1286.0
Entire cottage,Entire home/apt,6,1.0,3.0,4.0,within an hour,100%,1.0,3.0,4.0,52.16480255126953,-9.833127975463867,1.0,0,18,48,48,121,11,0,4.86,4.84,4.85,4.74,0.85,200.0,1.3333333333333333,67,4617.0,317,0.0,182.0
Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,,,0.0,1.0,1.0,42.27132206257721,3.1428995355963707,1.0,0,29,59,334,1,1,0,4.0,4.0,5.0,3.0,0.22,35.0,2.0,34,3674.0,194,0.0,207.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,98%,0.0,116.0,122.0,44.4971075,11.338026,1.0,0,29,59,264,0,0,0,,,,,,93.0,1.0,25,2835.0,137,0.0,
Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,within an hour,100%,1.0,4.0,4.0,43.3234,-1.97778,1.0,27,57,87,361,78,25,0,5.0,4.97,4.99,4.83,1.76,171.0,1.0,59,3481.0,338,0.9,110.0
Entire condo,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,0.0,1.0,2.0,55.96585,-3.17468,1.0,11,12,13,43,112,9,2,4.72,4.62,4.75,4.68,1.04,76.0,1.0,36,5061.0,288,0.3666666666666666,18.0
Private room in home,Private room,2,1.0,1.0,2.0,within an hour,100%,1.0,1.0,1.0,13.80892,100.52188,1.0,21,49,79,169,22,19,5,4.91,4.86,4.82,4.82,1.54,598.0,2.0,31,507.0,149,0.7,83.0
Private room in rental unit,Private room,1,1.0,1.0,1.0,within an hour,100%,0.0,32.0,49.0,40.70176278143356,-73.93929165428959,1.0,25,55,85,265,0,0,0,,,,,,57.0,1.0,24,1967.0,411,0.8333333333333334,
Entire home,Entire home/apt,6,2.0,2.0,4.0,within an hour,100%,1.0,65.0,157.0,36.9686863,-121.9672405,1.0,29,59,89,89,4,4,1,5.0,5.0,4.75,5.0,1.22,595.0,2.0,40,3942.0,42,0.9666666666666668,75.0
Entire townhouse,Entire home/apt,4,1.0,2.0,3.0,,,0.0,1.0,2.0,35.32842,24.51016,1.0,30,60,90,365,51,5,0,4.86,4.76,4.75,4.88,0.66,80.0,1.5,31,3148.0,121,1.0,177.0
Entire rental unit,Entire home/apt,2,1.5,1.0,1.0,within a day,100%,0.0,1.0,1.0,52.36406,4.86046,1.0,0,0,0,47,0,0,0,,,,,,146.0,1.0,23,2268.0,449,0.0,
Private room in condo,Private room,2,1.0,1.0,1.0,within an hour,100%,1.0,3.0,3.0,37.6143128,15.1656516,1.0,4,34,61,151,27,10,0,4.78,4.85,4.78,4.89,0.92,32.0,1.0,29,3561.0,469,0.1333333333333333,183.0
Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,within an hour,100%,0.0,10.0,11.0,34.06318,-118.44497,1.0,30,60,90,304,55,55,4,4.31,4.47,4.84,4.16,4.66,297.0,1.5,54,3008.0,515,1.0,29.0
Entire rental unit,Entire home/apt,6,1.0,2.0,2.0,within a few hours,92%,0.0,39.0,47.0,37.9962076,23.7277625,1.0,12,25,47,271,1,0,0,5.0,5.0,5.0,5.0,0.04,67.0,1.0,46,1386.0,399,0.4,816.0
Entire rental unit,Entire home/apt,7,2.0,3.0,4.0,within an hour,100%,1.0,5.0,5.0,43.77098,11.26957,1.0,5,10,16,249,68,39,1,4.87,4.75,4.82,4.82,0.88,137.0,1.3333333333333333,38,1876.0,68,0.1666666666666666,25.0
Entire rental unit,Entire home/apt,6,1.5,3.0,0.0,within an hour,67%,0.0,2.0,3.0,51.56358,-0.08229,,6,27,57,237,0,0,0,,,,,,290.0,0.0,16,4881.0,486,0.2,
Entire home,Entire home/apt,10,2.0,4.0,6.0,within an hour,100%,1.0,9.0,15.0,51.55273870450573,0.0702062119565402,1.0,7,37,67,243,8,8,0,4.88,4.38,4.75,4.63,0.83,338.0,1.5,69,637.0,500,0.2333333333333333,131.0
Private room in home,Private room,4,1.0,3.0,4.0,,,0.0,1.0,4.0,34.05201,-117.86681,1.0,30,60,90,180,75,3,0,4.55,4.29,4.76,4.6,0.87,125.0,1.3333333333333333,27,2783.0,364,1.0,167.0
Entire home,Entire home/apt,6,2.5,3.0,3.0,within an hour,100%,0.0,73.0,115.0,-33.97524,150.82374,1.0,16,37,58,58,8,8,0,4.88,5.0,4.63,4.63,0.89,203.0,1.0,32,868.0,466,0.5333333333333333,69.0
Entire townhouse,Entire home/apt,8,1.0,3.0,5.0,a few days or more,0%,0.0,1.0,1.0,37.30765,15.1279,1.0,28,58,88,354,7,3,0,4.29,4.29,4.0,4.86,0.24,120.0,1.6666666666666667,50,2585.0,331,0.9333333333333332,193.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,92%,0.0,102.0,190.0,-38.3927,142.21058,1.0,3,24,43,128,1,0,0,5.0,5.0,5.0,5.0,0.03,297.0,1.0,9,2738.0,69,0.1,1224.0
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,within an hour,99%,0.0,5282.0,5484.0,42.3496611,-71.0814631,1.0,14,44,74,349,0,0,0,,,,,,200.0,,26,3003.0,231,0.4666666666666667,
Entire home,Entire home/apt,8,3.0,3.0,4.0,within an hour,100%,0.0,5.0,14.0,40.72998,-74.08016,1.0,14,37,63,240,9,9,4,5.0,5.0,4.89,4.89,4.43,356.0,1.3333333333333333,83,2267.0,459,0.4666666666666667,83.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,0.0,4.0,4.0,45.52555,-122.69479,1.0,21,51,81,171,441,32,0,4.86,4.92,4.94,4.83,4.78,60.0,1.0,44,4279.0,382,0.7,145.0
Private room in home,Private room,2,1.0,1.0,1.0,within a day,100%,0.0,1.0,1.0,53.35083,-6.29046,,9,19,49,324,0,0,0,,,,,,108.0,1.0,12,3678.0,0,0.3,
Entire home,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,0.0,2.0,2.0,-37.78651,144.88266,1.0,22,52,82,357,2,2,0,5.0,5.0,5.0,5.0,0.92,117.0,1.0,31,139.0,34,0.7333333333333333,73.0
Entire rental unit,Entire home/apt,4,2.5,2.0,3.0,within an hour,100%,0.0,6.0,6.0,-23.02775624892611,-43.46867557615042,1.0,20,50,80,355,5,2,0,4.2,4.8,4.6,4.2,0.21,964.0,1.5,58,3281.0,212,0.6666666666666666,403.0
Entire serviced apartment,Entire home/apt,6,1.0,2.0,4.0,within an hour,100%,0.0,5.0,5.0,52.3886664,4.888515,1.0,13,17,35,128,23,23,2,4.91,4.78,4.87,4.83,2.52,226.0,2.0,42,2341.0,353,0.4333333333333333,29.0
Room in boutique hotel,Private room,4,1.0,1.0,2.0,within an hour,100%,1.0,12.0,12.0,26.19675,-80.09572,1.0,14,26,39,289,12,2,0,4.92,5.0,5.0,4.92,0.22,314.0,2.0,17,2139.0,493,0.4666666666666667,388.0
Entire home,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,1.0,1.0,1.0,34.16864,-118.52951,1.0,0,0,28,303,17,2,1,5.0,5.0,5.0,4.94,0.34,94.0,2.0,58,3447.0,497,0.0,38.0
Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,1.0,2.0,2.0,40.85052,14.25335,1.0,29,59,89,179,33,33,1,4.94,4.91,4.97,4.88,3.69,91.0,1.0,18,4700.0,338,0.9666666666666668,29.0
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,0.0,1206.0,2535.0,47.60914,-122.31233,1.0,0,0,26,301,8,2,0,4.38,4.13,4.75,4.13,0.45,142.0,2.0,33,2909.0,500,0.0,226.0
Entire rental unit,Entire home/apt,4,1.0,1.0,0.0,,,0.0,1.0,1.0,48.836336339974885,2.285550286504661,1.0,10,40,70,251,0,0,0,,,,,,250.0,0.0,24,3574.0,477,0.3333333333333333,
Entire condo,Entire home/apt,2,1.0,1.0,1.0,within an hour,99%,0.0,231.0,717.0,51.51284,-0.19144,1.0,17,47,77,216,14,0,0,3.71,4.29,4.64,3.43,0.42,64.0,1.0,43,3411.0,370,0.5666666666666667,572.0
Entire home,Entire home/apt,5,1.0,3.0,3.0,,,0.0,1.0,1.0,43.78673176868018,-79.43560850380103,1.0,29,59,89,89,0,0,0,,,,,,159.0,1.0,8,1910.0,86,0.9666666666666668,
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,0.0,3.0,3.0,34.14232,-118.26672,1.0,12,27,46,309,11,11,3,4.91,4.91,5.0,4.91,1.93,157.0,1.0,57,562.0,513,0.4,18.0
Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,within an hour,100%,1.0,1.0,4.0,51.5197687737032,-0.1382064422169776,1.0,4,26,26,26,20,12,0,5.0,5.0,5.0,5.0,1.04,208.0,2.0,52,4076.0,497,0.1333333333333333,154.0
Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,within an hour,100%,1.0,1.0,1.0,-37.8183759,144.9554361,1.0,9,17,37,113,51,51,6,4.92,4.88,4.9,4.8,9.22,195.0,1.0,38,210.0,498,0.3,15.0
Private room in rental unit,Private room,1,1.0,1.0,1.0,within a day,97%,0.0,340.0,386.0,22.327571036838165,114.16724937327214,1.0,29,59,89,364,0,0,0,,,,,,130.0,1.0,9,930.0,299,0.9666666666666668,
Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,within an hour,100%,,14.0,18.0,-37.82417,144.96319,1.0,21,31,35,36,19,19,2,4.63,4.89,4.95,4.58,3.33,136.0,1.5,48,572.0,338,0.7,27.0
Entire condo,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,0.0,1.0,1.0,51.44084,-0.18459,1.0,11,11,11,11,9,2,0,4.89,4.89,4.78,4.78,0.36,179.0,1.0,49,3147.0,473,0.3666666666666666,438.0
Entire condo,Entire home/apt,5,2.0,2.0,3.0,within an hour,100%,1.0,1.0,1.0,20.72404,-156.44696,1.0,11,37,63,318,84,16,1,4.67,4.69,4.88,4.61,0.71,213.0,1.5,61,3568.0,266,0.3666666666666666,8.0
Entire vacation home,Entire home/apt,2,2.0,1.0,1.0,within a day,100%,0.0,2.0,2.0,41.11596,16.48497,1.0,0,26,56,331,3,3,0,4.0,4.67,4.67,3.67,0.36,49.0,1.0,4,2041.0,48,0.0,312.0
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,1.0,1.0,1.0,48.84338049999999,2.3854386,1.0,16,46,76,225,4,1,0,5.0,4.5,5.0,4.75,0.22,125.0,1.0,31,2404.0,480,0.5333333333333333,307.0
Private room in rental unit,Private room,2,1.0,1.0,1.0,within a day,50%,0.0,28.0,28.0,41.8805,-87.68287,1.0,30,60,90,365,0,0,0,,,,,,44.0,1.0,26,1556.0,556,1.0,
Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,within an hour,99%,1.0,14.0,20.0,40.42434,-3.67859,1.0,14,44,74,101,16,16,0,4.06,4.63,4.94,3.81,1.71,109.0,0.0,19,3123.0,517,0.4666666666666667,62.0
Farm stay,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,0.0,2.0,2.0,-28.4009409,153.3361372,1.0,22,47,72,162,0,0,0,,,,,,257.0,1.0,33,634.0,454,0.7333333333333333,
Entire condo,Entire home/apt,6,1.5,1.0,3.0,within an hour,100%,1.0,5.0,5.0,25.98646,-80.11943,1.0,23,53,83,211,7,1,0,4.43,5.0,4.86,4.71,0.3,203.0,3.0,105,3440.0,457,0.7666666666666667,296.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,,,1.0,6.0,6.0,35.20127,24.41934,1.0,0,0,0,234,4,2,0,5.0,5.0,5.0,5.0,0.06,60.0,1.0,38,2938.0,535,0.0,212.0
Entire rental unit,Entire home/apt,7,1.0,2.0,5.0,within an hour,100%,1.0,13.0,13.0,-22.9637341,-43.1787648,1.0,22,43,70,160,15,15,2,4.93,4.93,4.93,4.87,1.92,994.0,2.5,36,1661.0,321,0.7333333333333333,101.0
Camper/RV,Entire home/apt,2,0.5,1.0,1.0,a few days or more,0%,0.0,1.0,1.0,51.49507,-2.58816,1.0,30,60,90,90,0,0,0,,,,,,40.0,1.0,1,277.0,60,1.0,
Private room in condo,Private room,2,1.5,1.0,0.0,within an hour,100%,0.0,1.0,2.0,51.41998,-0.13114,1.0,5,26,56,331,0,0,0,,,,,,53.0,0.0,12,4440.0,438,0.1666666666666666,
Entire home,Entire home/apt,12,3.0,4.0,9.0,within an hour,100%,,3.0,3.0,34.20278,-118.43465,1.0,18,44,74,349,61,26,0,4.79,4.77,4.7,4.72,2.18,324.0,2.25,69,2869.0,525,0.6,68.0
Entire rental unit,Entire home/apt,4,1.0,3.0,3.0,within a few hours,100%,1.0,2.0,4.0,42.30441,-71.06202,1.0,8,24,34,203,185,38,0,4.79,4.94,4.44,4.71,2.22,160.0,1.0,28,3253.0,399,0.2666666666666666,75.0
Private room in home,Private room,4,2.5,1.0,2.0,within an hour,98%,0.0,6.0,10.0,51.5956109,-0.1066981,1.0,3,14,25,103,47,47,3,4.47,4.47,4.6,4.57,4.04,48.0,2.0,33,474.0,545,0.1,109.0
Private room in home,Private room,1,1.0,1.0,1.0,within a few hours,83%,0.0,3.0,3.0,51.4291,-0.36466,1.0,30,60,90,365,20,5,1,4.9,4.95,4.85,4.9,0.27,50.0,1.0,57,3312.0,532,1.0,100.0
Entire home,Entire home/apt,2,1.0,1.0,0.0,within an hour,100%,0.0,16.0,18.0,26.277267427011463,-80.13081592011272,1.0,19,45,52,231,0,0,0,,,,,,85.0,0.0,24,1614.0,524,0.6333333333333333,
Entire home,Entire home/apt,2,1.0,1.0,2.0,,,0.0,2.0,5.0,37.13807,24.51175,1.0,29,59,89,364,6,4,0,4.67,4.67,5.0,4.17,0.35,110.0,2.0,6,3806.0,344,0.9666666666666668,207.0
Entire home,Entire home/apt,12,4.0,6.0,10.0,within a few hours,100%,1.0,3.0,3.0,35.32061927255295,24.340584963923643,1.0,30,60,90,274,8,8,0,5.0,5.0,5.0,5.0,1.03,319.0,1.6666666666666667,64,776.0,520,1.0,179.0
Entire home,Entire home/apt,7,2.0,3.0,5.0,within an hour,100%,1.0,524.0,720.0,38.8901035,-76.99771950000002,1.0,0,0,0,0,0,0,0,,,,,,462.0,1.6666666666666667,34,3509.0,351,0.0,
Entire villa,Entire home/apt,8,3.0,4.0,4.0,within an hour,92%,0.0,340.0,1480.0,38.17832,13.14712,1.0,28,58,88,335,18,10,0,4.94,4.89,4.61,4.72,0.85,246.0,1.0,24,3091.0,523,0.9333333333333332,153.0
Entire rental unit,Entire home/apt,5,1.0,1.0,1.0,within a day,67%,0.0,20.0,23.0,-22.97757,-43.19127,1.0,30,60,84,93,2,0,0,5.0,4.5,5.0,5.0,0.06,917.0,1.0,4,1223.0,483,1.0,716.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,0.0,1.0,1.0,-37.76390626569351,144.96277242824027,1.0,2,2,2,108,34,34,3,4.76,4.79,4.88,4.74,2.92,126.0,1.0,48,373.0,443,0.0666666666666666,30.0
Entire cabin,Entire home/apt,8,1.0,2.0,2.0,within a few hours,100%,1.0,3.0,5.0,45.50385,-93.92842,1.0,16,46,71,321,165,21,0,4.84,4.83,4.96,4.88,1.53,138.0,1.0,40,3944.0,290,0.5333333333333333,165.0
Entire villa,Entire home/apt,8,3.0,3.0,5.0,within an hour,100%,1.0,266.0,406.0,35.56349,24.0895,1.0,0,0,0,170,28,15,0,5.0,5.0,4.79,5.0,0.98,442.0,1.6666666666666667,61,4034.0,228,0.0,131.0
Private room in rental unit,Private room,2,1.0,1.0,1.0,within an hour,100%,0.0,1.0,1.0,48.82116860000001,2.3664328,1.0,8,34,64,64,22,22,3,4.86,4.91,4.82,4.77,5.24,66.0,1.0,20,720.0,509,0.2666666666666666,109.0
Room in nature lodge,Hotel room,4,2.0,1.0,1.0,within an hour,100%,1.0,6.0,6.0,39.84459,2.89529,1.0,19,44,72,324,34,8,1,4.91,5.0,4.85,4.82,0.36,244.0,1.0,25,4045.0,310,0.6333333333333333,26.0
Entire loft,Entire home/apt,6,2.0,2.0,3.0,within an hour,100%,0.0,33.0,52.0,45.48207,9.16998,1.0,18,48,78,168,18,0,0,4.83,4.89,4.78,4.61,0.18,224.0,1.5,29,3913.0,430,0.6,1001.0
Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,within an hour,100%,0.0,1.0,1.0,36.1143703279517,-115.19881021231411,1.0,14,34,53,229,15,15,13,5.0,5.0,5.0,5.0,12.86,150.0,,7,3484.0,31,0.4666666666666667,1.0
Entire villa,Entire home/apt,4,1.0,2.0,3.0,within an hour,100%,1.0,258.0,260.0,35.374310154213674,24.71999449703772,1.0,0,0,0,198,0,0,0,,,,,,87.0,1.5,64,3293.0,465,0.0,
Entire home,Entire home/apt,3,1.0,1.0,1.0,within a day,100%,0.0,1.0,1.0,33.98218,-118.4703,1.0,25,26,56,301,393,1,0,4.86,4.77,4.93,4.79,2.64,128.0,1.0,29,4548.0,0,0.8333333333333334,126.0
Entire townhouse,Entire home/apt,6,2.0,2.0,3.0,within an hour,100%,1.0,120.0,191.0,19.94658,-155.85748,1.0,8,18,41,235,1,1,0,5.0,5.0,4.0,5.0,0.61,250.0,1.5,36,3489.0,64,0.2666666666666666,48.0
Room in hotel,Private room,2,1.0,1.0,1.0,within an hour,100%,1.0,10.0,10.0,37.1002,25.37537,1.0,0,0,0,0,268,42,0,4.81,4.85,4.92,4.84,4.94,30.0,1.0,19,1900.0,283,0.0,150.0
Room in hotel,Private room,1,0.5,1.0,1.0,a few days or more,20%,0.0,9.0,9.0,48.8263139,2.3603044,1.0,29,59,89,364,0,0,0,,,,,,72.0,1.0,4,756.0,283,0.9666666666666668,
Room in hotel,Private room,3,1.0,1.0,1.0,within an hour,100%,0.0,3.0,4.0,52.5208254,13.3273128,1.0,27,57,87,133,18,18,0,4.28,4.39,4.56,4.28,2.32,80.0,1.0,12,395.0,470,0.9,124.0
Room in boutique hotel,Hotel room,4,1.0,1.0,2.0,within an hour,99%,0.0,3049.0,5928.0,40.72518608825956,-74.00993802424865,1.0,18,18,18,18,0,0,0,,,,,,407.0,2.0,26,746.0,337,0.6,
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,1.0,19.0,22.0,42.12459,3.13151,1.0,29,56,56,56,17,4,0,4.71,5.0,4.88,4.35,0.39,69.0,1.0,30,2143.0,102,0.9666666666666668,193.0
Entire rental unit,Entire home/apt,9,2.0,4.0,6.0,within an hour,100%,0.0,1.0,1.0,48.83986,2.35337,1.0,3,3,3,26,16,3,0,4.75,4.63,5.0,4.75,0.27,400.0,1.5,77,3295.0,379,0.1,216.0
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,1.0,13.0,16.0,53.47194638661822,-2.2601223824111227,1.0,9,9,9,9,0,0,0,,,,,,136.0,2.0,66,605.0,545,0.3,
Room in boutique hotel,Hotel room,2,1.0,0.0,1.0,within a day,50%,1.0,4.0,5.0,44.88905,-93.32088,1.0,29,59,89,349,17,1,0,4.59,5.0,4.94,4.82,0.24,145.0,,34,2188.0,537,0.9666666666666668,271.0
Entire condo,Entire home/apt,5,2.0,2.0,2.0,within an hour,100%,1.0,13.0,19.0,34.04165,-117.74035,1.0,14,44,71,251,4,4,0,4.75,5.0,4.75,5.0,0.67,157.0,1.0,47,2862.0,227,0.4666666666666667,69.0
Entire condo,Entire home/apt,8,3.0,3.0,5.0,within an hour,100%,0.0,35.0,46.0,19.928011,-155.883026,1.0,29,59,89,357,1,0,0,3.0,4.0,3.0,3.0,0.02,644.0,1.6666666666666667,23,2909.0,202,0.9666666666666668,1346.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,1.0,2.0,2.0,45.46897748940777,-73.53870152698364,1.0,30,60,90,269,0,0,0,,,,,,112.0,1.0,56,479.0,472,1.0,
Entire guest suite,Entire home/apt,3,1.0,2.0,2.0,within an hour,100%,0.0,1.0,1.0,-42.90976,147.33833,1.0,0,0,0,199,85,4,0,4.71,4.91,4.81,4.72,0.75,206.0,1.0,34,3448.0,247,0.0,68.0
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,0.0,131.0,180.0,48.21121,16.33317,1.0,21,49,78,353,42,40,2,4.45,4.55,4.26,4.33,2.73,49.0,2.0,38,2326.0,458,0.7,12.0
Entire home,Entire home/apt,6,2.0,4.0,5.0,within an hour,100%,1.0,50.0,62.0,41.48035,-71.35658,1.0,23,53,83,138,44,20,1,4.98,4.8,4.98,4.8,1.8,600.0,1.25,62,3683.0,482,0.7666666666666667,89.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,0.0,5.0,5.0,40.38557,-3.70722,1.0,5,5,15,36,4,4,1,5.0,5.0,5.0,5.0,1.5,43.0,1.0,10,3530.0,363,0.1666666666666666,28.0
Private room in guesthouse,Private room,2,1.0,1.0,1.0,within an hour,97%,0.0,208.0,316.0,40.83812656969627,14.245969086767838,1.0,12,35,61,291,2,2,0,4.5,4.5,5.0,4.5,0.27,65.0,1.0,21,2079.0,422,0.4,221.0
Entire place,Entire home/apt,2,1.0,1.0,1.0,,,0.0,3.0,3.0,38.70879,-9.34395,1.0,0,0,0,201,1,0,0,5.0,5.0,5.0,5.0,0.04,87.0,1.0,52,4122.0,548,0.0,693.0
Entire guest suite,Entire home/apt,4,1.0,1.0,2.0,,,0.0,2.0,3.0,47.67646,-122.32242,1.0,0,0,22,112,10,0,0,5.0,5.0,5.0,4.9,0.29,125.0,2.0,37,3178.0,398,0.0,836.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,1.0,1.0,1.0,-27.4695775054426,153.00468374043703,1.0,11,41,67,99,29,20,3,4.9,4.69,4.93,4.9,1.13,178.0,1.0,50,2757.0,487,0.3666666666666666,21.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,0.0,1.0,3.0,51.41524,-0.28824,1.0,4,24,54,329,5,5,0,5.0,5.0,5.0,5.0,0.87,200.0,1.0,42,3202.0,477,0.1333333333333333,201.0
Entire home,Entire home/apt,8,1.0,3.0,2.0,,,0.0,1.0,5.0,37.77964,-122.48,1.0,30,60,90,365,141,0,0,4.45,4.37,4.85,4.42,1.27,240.0,0.6666666666666666,36,3330.0,536,1.0,1412.0
Entire villa,Entire home/apt,4,2.0,2.0,2.0,within a day,70%,0.0,798.0,2056.0,37.47706,25.35694,1.0,29,59,89,364,0,0,0,,,,,,442.0,1.0,28,2464.0,1,0.9666666666666668,
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,1.0,1.0,1.0,-37.8585499,144.9801582,1.0,4,20,50,203,21,20,5,4.9,4.71,4.95,4.95,0.9,200.0,1.0,15,3418.0,530,0.1333333333333333,11.0
Private room in home,Private room,2,1.0,1.0,1.0,within a few hours,100%,1.0,2.0,2.0,51.49701,0.10766,1.0,13,24,54,54,25,25,3,4.68,4.64,4.36,4.72,4.03,38.0,1.0,11,3471.0,423,0.4333333333333333,101.0
